OP,NOMBRE DE PRODUCTO (IGUAL A LA OP),LOTE,¿BR COMPLETO?,OBSERVACIONES ,UBICACIÓN ASIGNADA,,,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,501CI03,2028-01,6671-MV,2029-01,2000 L,INSEC,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,501CI04,2028-01,6671-MV,2029-01,2000 L,INSEC,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,501CI05,2028-01,6671-MV,2029-01,2000 L,INSEC,,,,
AUROFARVIT ORAL,AUROFARVIT ORAL X 120 ML,502FO01,2027-02,4919-DB,2028-02,1020 L,QOPPA,,,,
AUROFARVIT ORAL,AUROFARVIT ORAL X 120 ML,502FO02,2027-02,4919-DB,2028-02,1020 L,QOPPA,,,,
AUROFARVIT ORAL,AUROFARVIT ORAL X 120 ML,502FO03,2027-02,4919-DB,2028-02,1020 L,QOPPA,,,,
AUROFARVIT INYECTABLE,AUROFARVIT INYECTABLE  X 50 ML,502FI02,2027-02,4946-DB,2028-02,1000 L,DECNO,,,,
Q-IVERMEC 3.5,Q-IVERMEC 3.5 X 50 ML,502QI01,2028-02,8008-MV,2029-02,1000 L,DECNO,,,,
VANOVET,VANOVET X 120 ML,502VV01,2028-02,2497-DB,2029-02,1000 L,FARMATEC,,,,
CREO- TAY,CREO-TAY X 500 ML,502CT01,2027-02,2262-DB,2028-02,1000 L,FARMATEC,,,,
GLH-20,GLH-20 X 3800 ML,502GL01,2026-02,10423-MV,2027-02,1000 L,FARMATEC,,,,
AVICUR POLVO,AVICUR POLVO X 20 G,502AC01,2028-02,4638-DB,2029-02,300 KG,BLISTECO,,,,
AVICUR POLVO,AVICUR POLVO X 20 G,502AC02,2028-02,4638-DB,2029-02,300 KG,BLISTECO,,,,
AVICUR POLVO,AVICUR POLVO X 20 G,502AC03,2028-02,4638-DB,2029-02,300 KG ,BLISTECO,,,,
AUROVITEL,AUROVITEL X 10 G,502AV01,2027-02,4551-DB,2028-02,300 KG,BLISTECO,,,,
SULFATROPHIN INYECTABLE,SULFATROPHIN INYECTABLE X 10 ML,503SI01,2028-03,5320-DB,2029-03,300 L,DECNO,,,,
Q-NORFLOXAN,Q-NORFLOXAN X 1000 ML,502NF01,2027-08,7933-MV,2028-08,1000 L,QOPPA,,,,
AUROTEL,AUROTEL X 10  ML,502AU01,2027-02,4474-DB,2028-02,400 L,QOPPA,,,,
AURO UNGÜENTO,AURO UNGUENTO X 100 G,502UG01,2029-02,3439-BD,2030-02,200 KG,QOPPA,,,,
FERRYDECK,FERRYDECK X 10 ML,503FD01,2027-03,11013-MV,2028-03,225 L,DECNO,,,,
Q-OXY 200,Q-OXY 200 L.A X 100 ML,503OX01,2027-03,8107-MV,2028-03,1000 L,DECNO,,,,
AUROLITOS,,505AO01,2027-02,,2028-02,300 KG,PROQUIVET,,,,
BRILLAPEL EMULSION,BRILLAPEL EMULSION X 130ML,502BE01,2027-02,16010-SL,2028-02,500 L,QOPPA,,,,
TILOSINA TARTRATO,,PILOTO 1,N.A,,,"16,6 KG",,,,,
TILOSINA TARTRATO,,PILOTO 2,N.A,,,"16,6 KG",,,,,
TILOSINA TARTRATO,,PILOTO 3,N.A,,,"16,6 KG",,,,,
MELOXIDOL,MELOXIDOL X 50 ML,504ME01,2027-04,7872-MV,2028-04,"10 ML
50 ML
100 ML",DECNO,,,,
AUROMECK INYECTABLE,AUROMECK INYECTABLE X 500 ML,503AM01,2028-03,5304-DB,2029-03,500 ML,DECNO,,,,
ANAPIRAN INYECTABLE,ANAPIRAN INYECTABLE X 250 ML,503AN06,2027-03,5906-DB,2028-03,600 L,DECNO,,,,
AUROFARVIT ORAL,AUROFARVIT ORAL X 120 ML,503FO04,2027-03,4919-DB,2028-03,1000 L,QOPPA,,,,
AUROFARVIT ORAL,AUROFARVIT ORAL X 120 ML,503FO06,2027-03,4919-DB,2028-03,1000 L,QOPPA,,,,
AUROFARVIT ORAL,AUROFARVIT ORAL X 120 ML,503FO05,2027-03,4919-DB,2028-03,1000 L,QOPPA,,,,
AUROFARVIT ORAL,AUROFARVIT ORAL X 120 ML,503FO07,2027-03,4919-DB,2028-03,1020 L,QOPPA,,,,
AUROFARVIT ORAL,AUROFARVIT ORAL X 120 ML,503FO08,2027-03,4919-DB,2028-03,1020 L,QOPPA,,,,
,,503QT01,2027-03,,2028-03,150 KG,QOPPA,,,,
SULFATROPHIN ORAL,SULFATROPHIN ORAL X 10 ML,503SO02,2027-03,5630-DB,2028-03,1000 L,QOPPA,,,,
SULFATROPHIN ORAL,SULFATROPHIN ORAL X 10 ML,503SO01,2027-03,5630-DB,2028-03,1000 L,QOPPA,,,,
AUROVITEL,AUROVITEL X 10 G,503AV02,2027-03,4551-DB,2028-03,300 KG,PROQUIVET,,,,
BRILLA PEL,BRILLA PEL X 150 G,503BR01,2027-03,5701-SL,2028-03,300 KG,PROQUIVET,,,,
BRILLA PEL,BRILLA PEL X 150 G,503BR02,2027-03,5701-SL,2028-03,300 KG,PROQUIVET,,,,
BRILLA PEL,BRILLA PEL X 150 G,503BR03,2027-033,5701-SL,2028-33,300 KG,PROQUIVET,,,,
AUROFARVIT INYECTABLE,AUROFARVIT INYECTABLE  X 50 ML,503FI03,2027-03,4946-DB,2028-03,500 L,DECNO,,,,
AVICUR POLVO,AVICUR POLVO X 20 G,503AC06,2028-03,4638-DB,2029-03,300 KG,PROQUIVET,,,,
AVICUR POLVO,AVICUR POLVO X 20 G,503AC07,2028-03,4638-DB,2029-03,300 KG,PROQUIVET,,,,
AVICUR POLVO,AVICUR POLVO X 20 G,503AC08,2028-03,4638-DB,2029-03,300 KG,PROQUIVET,,,,
AVICUR POLVO,AVICUR POLVO X 20 G,503AC09,2028-03,4638-DB,2029-03,300 KG,PROQUIVET,,,,
PORCIX,,503PO02,2029-03,2539-DB,2030-03,300 KG,PROQUIVET,,,,
AVICUR POLVO,AVICUR POLVO X 20 G,503AC05,2028-03,4638-DB,2029-03,300 KG,PROQUIVET,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,503CI08,2028-03,6671-MV,2029-03,2000 L,INSEC,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,503CI09,2028-03,6671-MV,2029-03,2000 L,INSEC,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,503CI10,2028-03,6671-MV,2029-03,2000 L,INSEC,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,503CI11,2028-03,6671-MV,2029-03,2000 L,INSEC,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,503CI07,2028-03,6671-MV,2029-03,2000 L,INSEC,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,503CI06,2028-03,6671-MV,2029-03,1000 L,RATAR,,,,
AURODIARREGAN NF,AURODIARREGAN NF 20 G CAJA X 50 SOBRES,503DN01,2027-02,3494- MV,2028-02,,,,,,
AUROTEL,AUROTEL X 10  ML,503AU02,2027-02,4474-DB,2028-02,400 L,QOPPA,,,,
ACTIV GEL SOBRE,ACTIV GEL SOBRE X 1 KG,503AG01,2027-02,22806-SL,2028-02,300 KG,,,,,
SULFACOCCIDIOL,SULFACOCCIDIOL X 1 KG,503SC03,2029-03,3106-DB,2030-03,300 KG,PROQUIVET,,,,
AUROPUPPY,"AUROPUPPY X 2,5 ML",503PE01,2028-03,2538-DB,2029-03,200 L,QOPPA,,,,
AUROPETS JABON,AUROPETS JABON X 100 G, 504AJ01,2028-04,10524-MV,2029-04,1000 KG,ARJONA,,,,
CREO- TAY,CREO-TAY X 500 ML,504CT02,2027-04,2262-DB,2028-04,1000 L,FARMATEC,,,,
VANOVET,VANOVET X 120 ML,504VV02,2028-04,2497-DB,2029-04,1000 L,FARMATEC,,,,
VANOVET,VANOVET X 120 ML,504VV03,2028-04,2497-DB,2029-04,1000 L,FARMATEC,,,,
SULFACOCCIDIOL,SULFACOCCIDIOL X 1 KG,504SC02,2029-03,3106-DB,2030-03,300 KG,PROQUIVET,,,,
VANOVET,VANOVET X 120 ML,504VV04,2028-04,2497-DB,2029-04,1000 L,FARMATEC,,,,
DOXYCOL,DOXYCOL X  1KG,504DO02,2027-04,10756-MV,2028-04,300 KG,,,,,
DOXYCOL,DOXYCOL X  1KG,504DO03,2027-04,10756-MV,2028-04,300 KG,,,,,
ERIPANTO INYECTABLE,ERIPANTO INYECTABLE X 100 ML,504EI01,2028-04,4797-DB,2029-04,300 L,DECNO,,,,
BOLDEBIG 50,BOLDEBIG 50 X 500 mL,504BO03,2028-04,6009-MV,2029-04,400 L,DECNO,,,,
PULPHOX,PULPHOX X 100 G,504PH01,2028-04,6199-MV,2029-04,100 KG,RATAR,,,,
CIPROFARM 20%,CIPROFARM 20%  X 1 KG,504CX05,2027-04,10661-MV,2028-04,300 KG,PROQUIVET,,,,
CIPROFARM 20%,CIPROFARM 20%  X 1 KG,504CX06,2027-04,10661-MV,2028-04,300 KG,PROQUIVET,,,,
CIPROFARM 20%,CIPROFARM 20%  X 1 KG,504CX07,2027-04,10661-MV,2028-04,300 KG,PROQUIVET,,,,
CIPROFARM 20%,CIPROFARM 20%  X 1 KG,504CX08,2027-04,10661-MV,2028-04,300 KG,BLISTECO,,,,
CIPROFARM 20%,CIPROFARM 20%  X 1 KG,504CX09,2027-09,10661-MV,2028-09,300 KG,BLISTECO,,,,
Q-FLORFEN,Q-FLORFEN X 1 KG,504FL08,2028-01,8132-MV,2029-01,300 KG,PROQUIVET,,,,
Q-NORFLOXAN,Q-NORFLOXAN X 1000 ML,504NF03,2027-10,7933-MV,2028-10,1000 L,QOPPA,,,,
Q-NORFLOXAN,Q-NORFLOXAN X 1000 ML,504NF02,2027-10,7933-MV,2028-10,1000 L,QOPPA,,,,
CIPROFARM 20%,CIPROFARM 20%  X 1 KG,504CX10,2027-04,10661-MV,2028-04,300 KG,BLISTECO,,,,
VANOVET,VANOVET X 120 ML,505VV05,2028-05,2497-DB,2029-05,1001 L,FARMATEC,,,,
Q-TARTILO 100,Q-TARTILO 100 X 1 KG,504TT04,2026-10,7934-MV,2027-10,300 KG,PROQUIVET,,,,
Q-TARTILO 100,Q-TARTILO 100 X 1 KG,504TT05,2026-10,7934-MV,2027-10,300 KG,PROQUIVET,,,,
Q-TARTILO 100,Q-TARTILO 100 X 1 KG,504TT06,2026-10,7934-MV,2027-10,300 KG,PROQUIVET,,,,
SULFATROPHIN ORAL,SULFATROPHIN ORAL X 10 ML,504SO03,2027-04,5630-DB,2028-04,700 L,QOPPA,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,504CI12,2028-04,6671-MV,2029-04,400 L,,,,,
BRILLA PEL,BRILLA PEL X 1 KG,504BR10,2027-04,5701-SL,2028-04,200 L,FARMANDINA,,,,
BRIO PERFORMANCE,BRIO PERFORMANCE X 2 KG,504BP01,2027-04,0,2028-04,200 KG,FARMANDINA,,,,
BRIO PERFORMANCE,BRIO PERFORMANCE X 2 KG,504BP02,2027-04,0,2028-04,200 KG,FARMANDINA,,,,
BRIO JOINTS,BRIO JOINTS X 600 G,504BJ01,2027-04,0,2028-04,200 KG,FARMANDINA,,,,
BRIO JOINTS,BRIO JOINTS X 600 G,504BJ02,2027-04,0,2028-04,200 KG,FARMANDINA,,,,
FLORMIX,FLORMIX X 1000 ML,504FX01,2027-04,10453-MV,2028-04,1000 L,QOPPA,,,,
FLORMIX,FLORMIX X 1000 ML,504FX02,2027-04,10453-MV,2028-04,800 L,QOPPA,,,,
FERRYDECK,FERRYDECK X 10 ML,504FD02,2027-04,11013-MV,2028-04,300 L,DECNO,,,,
Q-OXY 200,Q-OXY 200 L.A X 100 ML,504OX02,2027-04,8107-MV,2028-04,1000 L,DECNO,,,,
GLH-20,GLH-20 X 3800 ML,505GL02,2026-05,10423-MV,2027-05,1000 L,FARMATEC,,,,
CREO- TAY,CREO-TAY X 500 ML,505CT03,2027-05,2262-DB,2028-05,1000 L,FARMATEC,,,,
AUROFARVIT INYECTABLE,AUROFARVIT INYECTABLE  X 50 ML,505FI04,2027-05,4946-DB,2028-05,500 L,DECNO,,,,
AUROFARVIT INYECTABLE,AUROFARVIT INYECTABLE  X 50 ML,505FI05,2027-05,4946-DB,2028-05,1000 L,DECNO,,,,
MELOXIDOL,MELOXIDOL X 50 ML,505ME02,2027-05,7872-MV,2028-05,200 L,DECNO,,,,
ACTIV GEL SOBRE,ACTIV GEL SOBRE X 1 KG,505AG01,2027-05,22806-SL,2028-05,300 KG,,,,,
QTYCON,QTYCON X 30  G,505QT02,2027-02,5554-MV,2028-02,150 KG,QOPPA,,,,
AUROCEF POLVO,AUROCEF POLVO X 1 G,505CF01,2027-05,7849-MV,2028-05,1 KG,LIXMAR,,,,
AUROCEF DILUENTE,AUROCEF DILUENTE X 20 ML,505CF01,2027-05,7849-MV,2028-05,20 L,LIXMAR,,,,
AUROCEF POLVO,AUROCEF POLVO X 1 G,505CF02,2027-05,7849-MV,2028-05,1 KG,LIXMAR,,,,
AUROCEF DILUENTE,AUROCEF DILUENTE X 20 ML,505CF02,2027-05,7849-MV,2028-05,20 L,LIXMAR,,,,
ERIPANTO INYECTABLE,ERIPANTO INYECTABLE X 100 ML,505PW01,2027-05,4797-DB,2028-05,1500 KG,DISTRIBUCIONES RIVERA,,,,
CABATEL NF,CABATEL NF X 100 ML,506CN01,2027-06,10488-MV,2028-06,300 L,QOPPA,,,,
CABATEL NF,CABATEL NF X 100 ML,506CN02,2027-02,10488-MV,2028-02,300 L,QOPPA,,,,
RAFOXANIDE,RAFOXANIDE X 1000 ML,506RA01,2028-06,3678-DB,2029-06,300 L,QOPPA,,,,
AUROFARVIT ORAL,AUROFARVIT ORAL X 120 ML,506FO09,2027-06,4919-DB,2028-06,1000 ML,QOPPA,,,,
AUROFARVIT ORAL,AUROFARVIT ORAL X 120 ML,506FO10,2027-06,4919-DB,2028-06,1000 ML,QOPPA,,,,
SULFATROPHIN INYECTABLE,SULFATROPHIN INYECTABLE X 10 ML,506SI02,2028-06,5320-DB,2029-06,150 L,DECNO,,,,
SULFATROPHIN INYECTABLE,SULFATROPHIN INYECTABLE X 10 ML,506SI03,2028-06,5320-DB,2029-06,150 L,DECNO,,,,
Q-OXY 200,Q-OXY 200 L.A X 100 ML,506OX03,2027-06,8107-MV,2028-06,500 L,DECNO,,,,
AUROFARVIT ORAL,AUROFARVIT ORAL X 120 ML,506FO11,2027-06,4919-DB,2028-06,1000 L,QOPPA,,,,
AVICUR POLVO,AVICUR POLVO X 20 G,507AC10,2028-06,4638-DB,2029-06,300 KG,PROQUIVET,,,,
AUROFARVIT ORAL,AUROFARVIT ORAL X 120 ML,506FO12,2027-06,4919-DB,2028-06,1000 L,QOPPA,,,,
CIPROFARM 20%,CIPROFARM 20%  X 1 KG,506CX12,2027-06,10661-MV,2028-06,300 KG,PROQUIVET,,,,
CIPROFARM 20%,CIPROFARM 20%  X 1 KG,506CX13,2027-06,10661-MV,2028-06,300 KG,PROQUIVET,,,,
CIPROFARM 20%,CIPROFARM 20%  X 1 KG,506CX14,2027-06,10661-MV,2028-06,300 KG,PROQUIVET,,,,
CIPROFARM 20%,CIPROFARM 20%  X 1 KG,506CX15,2027-06,10661-MV,2028-06,300 KG,PROQUIVET,,,,
CIPROFARM 20%,CIPROFARM 20%  X 1 KG,506CX16,2027-06,10661-MV,2028-06,300 KG,PROQUIVET,,,,
CIPROFARM 20%,CIPROFARM 20%  X 1 KG,506CX17,2027-06,10661-MV,2028-06,300 KG,PROQUIVET,,,,
BOLDEBIG 50,BOLDEBIG 50 X 500 mL,507BO04,2028-06,6009-MV,2029-06,1000 L,DECNO,,,,
BOLDEBIG 50,BOLDEBIG 50 X 500 mL,507BO04,2028-07,6009-MV,2029-07,,DECNO,,,,
BOLDEBIG 50,BOLDEBIG 50 X 500 mL,507BO04,2028-07,6009-MV,2029-07,,DECNO,,,,
BOLDEBIG 50,BOLDEBIG 50 X 500 mL,507BO04,2028-07,6009-MV,2029-07,,DECNO,,,,
BOLDEBIG 50,BOLDEBIG 50 X 500 mL,507BO05,2028-06,6009-MV,2029-06,1000 L,DECNO,,,,
BOLDEBIG 50,BOLDEBIG 50 X 500 mL,507BO05,2028-07,6009-MV,2029-07,,DECNO,,,,
DOXYCOL,DOXYCOL X  1KG,507DO02,2027-06,10756-MV,2028-06,300 KG,PROQUIVET,,,,
DOXYCOL,DOXYCOL X  1KG,507DO03,2027-06,10756-MV,2028-06,300 KG,PROQUIVET,,,,
SULFACOCCIDIOL,SULFACOCCIDIOL X 1 KG,507SC04,2029-06,3106-DB,2030-06,300 KG,PROQUIVET,,,,
SULFACOCCIDIOL,SULFACOCCIDIOL X 1 KG,507SC05,2029-06,3106-DB,2030-06,300 KG,PROQUIVET,,,,
,,,,,,,,,,,
Q-IVERMEC 3.5,,506QI02,2028-06,8008-MV,2029-06,500 L,DECNO,,,,
AUROCHAMPU-P,AUROCHAMPU-P X 120 ML,510AP01,2028-11,6343-MV,2029-11,240 L,RATAR,,,,
AUROZOLE 25 CO,AUROZOLE 25 Co ENVASE X 500 mL ,507AZ01,2027-07,6631-MV,2028-07,,QOPPA,,,,
AUROZOLE 25 CO,AUROZOLE 25 Co ENVASE X 2 L ,507AZ01,,6631-MV,,,QOPPA,,,,
AUROZOLE 25 CO,AUROZOLE 25 Co ENVASE X 120 mL ,507AZ01,,6631-MV,,,QOPPA,,,,
AUROZOLE 25 CO,AUROZOLE 25 Co ENVASE X 1000 mL ,507AZ01,,6631-MV,,,QOPPA,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC X 20 ML,507CI12,2028-07,6671-MV,2029-07,,,,,,
CREO- TAY,CREO-TAY X 500 mL,507CT04,2027-07,2262-DB,2028-07,,FARMATEC,,,,
CREO- TAY,CREO-TAY X 250 mL,507CT04,2027-07,2262-DB,2028-07,,FARMATEC,,,,
CREO- TAY,CREO-TAY X 120 mL, ,2027-07,2262-DB,2028-07,,FARMATEC,,,,
Q-FOS 25,Q-FOS X 25 X 1 GK,507FS01,2027-07,8135-MV,2028-07,300 KG,PROQUIVET,,,,
Q-FOS 25,Q-FOS X 25 X 1 GK,507FS02,2027-07,8135-MV,2028-07,300 KG,PROQUIVET,,,,
Q-FOS 25,Q-FOS X 25 X 1 GK,507FS03,2027-07,8135-MV,2028-07,300 KG,PROQUIVET,,,,
Q-FOS 25,Q-FOS X 25 X 1 GK,507FS04,2027-07,8135-MV,2028-07,300 KG,PROQUIVET,,,,
GLH-20,GLH 20 X 3800 ML,507GL03,2026-07,10423-MV,2027-07,,FARMATEC,,,,
GLH-20,GLH 20 X 1000 ML ,507GL03,2026-07,10423-MV,2027-07,,FARMATEC,,,,
Q-TARTILO 100,Q-TARTILO 100 SOB X 1 Kg,507TT07,2027-01,7934-MV,2028-01,,FARMANDINA,,,,
Q-TARTILO 100,Q-TARTILO 100 SOB X 1 Kg,507TT08,2027-01,7934-MV,2028-01,,FARMANDINA,,,,
Q-TARTILO 100,Q-TARTILO 100 SOB X 1 Kg,507TT09,2027-01,7934-MV,2028-01,,FARMANDINA,,,,
VANOVET,VANOVET X 120 ML,507VV06,2028-07,2497-DB,2029-07,,FARMATEC,,,,
VANOVET,VANOVET X 1000 ML,507VV06,2028-07,2497-DB,2029-07,,FARMATEC,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC FCO X 1000 mL ,508CI13,2028-08,6671-MV,2029-08,,RATAR,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC FCO X 1000 mL ,508CI14,2028-08,6671-MV,2029-08,,RATAR,,,,
AUROFARVIT ORAL,AUROFARVIT ORAL X 120 ML,511FO16,2027-12,4919-DB,2028-12,1000 l,QOPPA,,,,
AUROFARVIT ORAL,AUROFARVIT ORAL X 120 ML,511FO17,2027-12,4919-DB,2028-12,1000 l,QOPPA,,,,
AUROMECK INYECTABLE,AUROMECK X 500 ML,509AM02,2028-09,5304-DB,2029-09,,DECNO,,,,
AUROMECK INYECTABLE,AUROMECK X 50 ML,509AM02,2028-09,5304-DB,2029-09,,DECNO,,,,
AUROMECK INYECTABLE,AUROMECK X 200 ML,509AM02,2028-09,5304-DB,2029-09,,DECNO,,,,
AUROTILMICOSIN,AUROTILMICOSIN X 240 ML,509AT01,2029-09,10424-MV,2030-09,,QOPPA,,,,
AUROTILMICOSIN GOTERO,AUROTILMICOSIN X 10 ML,509AT01,2029-09,10424-MV,2030-09,,QOPPA,,,,
AUROTILMICOSIN,AUROTILMICOSIN X 1 L,509AT01,2029-09,10424-MV,2030-09,,QOPPA,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC FCO X 20 mL ,509CI13,2028-09,6671-MV,2029-09,,RATAR,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC FCO X 20 mL ,509CI14,2028-09,6671-MV,2029-09,,RATAR,,,,
CREO- TAY,CREO-TAY X 3800 ML,509CT05,2027-09,2262-DB,2028-09,,FARMATEC,,,,
CREO- TAY,CREO-TAY X 20 L,509CT05,2027-09,2262-DB,2028-09,,FARMATEC,,,,
AURODIARREGAN NF,AURODIARREGAN NF 50 SOBRES X 20 G,509DN01,2027-09,3494-MV,2028-09,300 KG,PROQUIVET,,,,
AURODIARREGAN NF,AURODIARREGAN NF 10 SOBRES X 20 G,509DN01,2027-09,3494- MV,2028-09,300 KG,PROQUIVET,,,,
AUROFARVIT INYECTABLE,AUROFARVIT INYECTABLE X 50 ML,509FI06,2027-09,4946-DB,2028-09,,DECNO,,,,
AUROFARVIT INYECTABLE,AUROFARVIT INYECTABLE X 250 ML,509FI06,2027-09,4946-DB,2028-09,,DECNO,,,,
AUROFARVIT INYECTABLE,AUROFARVIT INYECTABLE X 100 ML,509FI06,2027-09,4946-DB,2028-09,,DECNO,,,,
AUROFARVIT INYECTABLE,AUROFARVIT INYECTABLE X 10 ML,509FI06,2027-09,4946-DB,2028-09,,DECNO,,,,
GLH-20,GLH-20 X 3800 ML,509GL04,2026-09,10423-MV,2027-09,,FARMATEC,,,,
GLH-20,GLH-20 X 1000 ML,509GL04,2026-09,10423-MV,2027-09,,FARMATEC,,,,
GLH-20,GLH-20 X 3800 ML,509GL05,2026-12,10423-MV,2027-12,1000 L,FARMATEC,,,,
GLH-20,GLH-20 X 1000 ML,509GL05,2026-12,10423-MV,2027-12,1000 L,FARMATEC,,,,
PORCIX,PORCIX X 20 G,509PO03,2029-09,2539-DB,2030-09,,PROQUIVET,,,,
PORCIX,PORCIX X 20 G,509PO04,2029-09,2539-DB,2030-09,,PROQUIVET,,,,
Q-IVERMEC 3.5,Q-IVERMEC 3.5 X 50 ML,509QI03,2028-09,8008-MV,2029-09,,DECNO,,,,
Q-IVERMEC 3.5,Q-IVERMEC 3.5 X 500 ML,509QI03,2028-09,8008-MV,2029-09,,DECNO,,,,
Q-IVERMEC 3.5,Q-IVERMEC 3.5 X 250 ML,509QI03,2028-09,8008-MV,2029-09,,DECNO,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 500 ML,509CI15,2028-09,6671-MV,2029-09,2000 L,INSEC,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,509CI15,2028-09,6671-MV,2029-09,2000 L,INSEC,,,,
Q-NORFLOXAN,Q-NORFLOXAN X 1000 ML,509NF05,2028-03,7933-MV,2029-03,1000 L,QOPPA,,,,
Q-NORFLOXAN,Q-NORFLOXAN X 20 ML,509NF04,2028-03,7933-MV,2029-03,1000 L,QOPPA,,,,
Q-NORFLOXAN,Q-NORFLOXAN X 1000 ML,509NF04,2028-03,7933-MV,2029-03,1000 L,QOPPA,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,509CI16,2028-09,6671-MV,2029-09,2000 L,INSEC,,,,
Q-TARTILO 100,Q-TARTILO 100 X 1 KG,509TT10,2027-03,7934-MV,2028-03,300 KG,PROQUIVET,,,,
Q-TARTILO 100,Q-TARTILO 100 X 1 KG,509TT11,2027-03,7934-MV,2028-03,300 KG,PROQUIVET,,,,
Q-TARTILO 100,Q-TARTILO 100 X 1 KG,509TT12,2027-03,7934-MV,2028-03,300 KG,PROQUIVET,,,,
Q-FLORFEN,Q-FLORFEN X 1 KG,509FL08,2028-06,8132-MV,2029-06,300 KG,PROQUIVET,,,,
Q-FLORFEN,Q-FLORFEN X 1 KG,509FL09,2028-06,8132-MV,2029-06,300 KG,PROQUIVET,,,,
Q-FLORFEN,Q-FLORFEN X 1 KG,509FL10,2028-06,8132-MV,2029-06,300 KG,PROQUIVET,,,,
AVICUR POLVO,AVICUR POLVO X 20 G,509AC11,2028-09,4638-DB,2029-09,300 KG,PROQUIVET,,,,
AVICUR POLVO,AVICUR POLVO X 1 KG,509AC11,2028-09,4638-DB,2029-09,300 KG,PROQUIVET,,,,
DOXYCOL,DOXYCOL X  1KG,510DO04,2027-10,10756-MV,2028-10,300 KG,PROQUIVET,,,,
DOXYCOL,DOXYCOL X  1KG,510DO05,2027-10,10756-MV,2028-10,300 KG,PROQUIVET,,,,
DOXYCOL,DOXYCOL X  1KG,510DO06,2027-10,10756-MV,2028-10,300 KG,,,,,
DOXYCOL,DOXYCOL X  1KG,510DO06,2027-10,10756-MV,2028-10,300 KG,PROQUIVET,,,,
COCCIDIOL,COCCIDIOL X 25 G,510CO01,2029-10,2645-DB,2030-10,300 KG,PROQUIVET,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,509CI17,2028-09,6671-MV,2029-09,2000 L,INSEC,,,,
PULPHOX,PULPHOX X 100 G,510PH02,2028-10,6199-MV,2029-10,100 KG,RATAR,,,,
AUROPETS JABON,AUROPETS JABON X 100 G,509AJ02,2028-09,10524-MV,2029-09,1000 KG,ARJONA,,,,
PORCIX,PORCIX X 20 G,510PO05,2029-10,2539-DB,2030-10,100 L,PROQUIVET,,,,
SULFATROPHIN INYECTABLE,SULFATROPHIN INYECTABLE X 10 ML,510SI04,2028-10,5320-DB,2029-10,150 L,DECNO,,,,
SULFATROPHIN INYECTABLE,SULFATROPHIN INYECTABLE X 50 ML,510SI04,2028-10,5320-DB,2029-10,150 L,DECNO,,,,
SULFATROPHIN INYECTABLE,SULFATROPHIN INYECTABLE X 100 ML,510SI04,2028-10,5320-DB,2029-10,150 L,DECNO,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,510CI18,2028-10,                                                                                                            ,2029-10,2000 L,INSEC,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,510CI19,2028-10,6671-MV,2029-10,2000 L,INSEC,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,510CI20,2028-10,6671-MV,2029-10,2000 L,INSEC,,,,
CIPERMETRINA 15 EC AUROFARMA,CIPERMETRINA 15 EC AUROFARMA X 1000 ML,510CI21,2028-10,6671-MV,2029-10,2000 L,INSEC,,,,
AUROFARVIT ORAL,AUROFARVIT ORAL X 120 ML,510FO15,2027-10,4919-DB,2028-10,1000 L,QOPPA,,,,
